word	action	band	note
teca	deny		proper noun
teck	deny		proper noun
teddie	deny		proper noun
teheran	deny		proper noun
teise	deny		proper noun
teli	deny		proper noun
tellus	deny		proper noun
telopea	deny		proper noun
tempe	deny		proper noun
tenes	deny		proper noun
teng	deny		proper noun
tennes	deny		proper noun
tensaw	deny		proper noun
tereus	deny		proper noun
terman	deny		proper noun
terral	deny		proper noun
terrie	deny		proper noun
terzo	deny		proper noun
tessin	deny		proper noun
tethys	deny		proper noun
tevet	deny		proper noun
tez	deny		proper noun
thala	deny		proper noun
thames	deny		proper noun
thans	deny		proper noun
thar	deny		proper noun
thea	deny		proper noun
thecla	deny		proper noun
theedom	deny		proper noun
theia	deny		proper noun
themis	deny		proper noun
thetis	deny		proper noun
thibet	deny		proper noun
thisbe	deny		proper noun
thoreau	deny		proper noun
thoth	deny		proper noun
thrace	deny		proper noun
thule	deny		proper noun
tiamat	deny		proper noun
tiber	deny		proper noun
ticer	deny		proper noun
tichy	deny		proper noun
ticino	deny		proper noun
tien	deny		proper noun
tiens	deny		proper noun
tientsin	deny		proper noun
tiflis	deny		proper noun
tigris	deny		proper noun
tilden	deny		proper noun
tilley	deny		proper noun
timon	deny		proper noun
timor	deny		proper noun
tinpot	deny		proper noun
tirana	deny		proper noun
tirol	deny		proper noun
tishri	deny		proper noun
tite	deny		proper noun
tiu	deny		proper noun
tiza	deny		proper noun
tlc	deny		proper noun
toarcian	deny		proper noun
tobago	deny		proper noun
tobys	deny		proper noun
toc	deny		proper noun
toher	deny		proper noun
toi	deny		proper noun
tolly	deny		proper noun
tongrian	deny		proper noun
tonkin	deny		proper noun
tonn	deny		proper noun
toomer	deny		proper noun
toop	deny		proper noun
torino	deny		proper noun
torrens	deny		proper noun
tosk	deny		proper noun
touareg	deny		proper noun
tournai	deny		proper noun
tovar	deny		proper noun
towser	deny		proper noun
tozer	deny		proper noun
tpd	deny		proper noun
tpi	deny		proper noun
tpm	deny		proper noun
trac	deny		proper noun
trat	deny		proper noun
trew	deny		proper noun
trf	deny		proper noun
trias	deny		proper noun
trina	deny		proper noun
trisha	deny		proper noun
tristan	deny		proper noun
troad	deny		proper noun
tron	deny		proper noun
trt	deny		proper noun
trueman	deny		proper noun
truman	deny		proper noun
trun	deny		proper noun
truong	deny		proper noun
tshiluba	deny		proper noun
tsi	deny		proper noun
tst	deny		proper noun
tucana	deny		proper noun
tucson	deny		proper noun
tue	deny		proper noun
tugela	deny		proper noun
tuke	deny		proper noun
tula	deny		proper noun
tulare	deny		proper noun
tully	deny		proper noun
tulsa	deny		proper noun
tulu	deny		proper noun
tummel	deny		proper noun
tunga	deny		proper noun
tungate	deny		proper noun
tunis	deny		proper noun
tunna	deny		proper noun
turin	deny		proper noun
turing	deny		proper noun
turney	deny		proper noun
tuy	deny		proper noun
twi	deny		proper noun
tyche	deny		proper noun
tyler	deny		proper noun
tyr	deny		proper noun
tyrol	deny		proper noun
tyt	deny		proper noun
ubc	deny		proper noun
ubi	deny		proper noun
uca	deny		proper noun
uckers	deny		proper noun
udell	deny		proper noun
ufa	deny		proper noun
ufs	deny		proper noun
uganda	deny		proper noun
uigur	deny		proper noun
ula	deny		proper noun
ullr	deny		proper noun
umist	deny		proper noun
una	deny		proper noun
unesco	deny		proper noun
ung	deny		proper noun
ungaro	deny		proper noun
unh	deny		proper noun
unl	deny		proper noun
unp	deny		proper noun
ura	deny		proper noun
urals	deny		proper noun
uran	deny		proper noun
uranus	deny		proper noun
urbian	deny		proper noun
urena	deny		proper noun
urenas	deny		proper noun
uriel	deny		proper noun
usa	deny		proper noun
usar	deny		proper noun
usenet	deny		proper noun
ushas	deny		proper noun
ussr	deny		proper noun
ust	deny		proper noun
usw	deny		proper noun
utc	deny		proper noun
uther	deny		proper noun
utica	deny		proper noun
uvas	deny		proper noun
valens	deny		proper noun
vali	deny		proper noun
valois	deny		proper noun
vanir	deny		proper noun
vardies	deny		proper noun
vardy	deny		proper noun
varuna	deny		proper noun
vasu	deny		proper noun
vatter	deny		proper noun
vatters	deny		proper noun
vayu	deny		proper noun
veadar	deny		proper noun
veale	deny		proper noun
vehm	deny		proper noun
vei	deny		proper noun
veneti	deny		proper noun
venetia	deny		proper noun
veneto	deny		proper noun
venice	deny		proper noun
venite	deny		proper noun
venner	deny		proper noun
vepse	deny		proper noun
verdi	deny		proper noun
vergil	deny		proper noun
vernon	deny		proper noun
verona	deny		proper noun
vestalia	deny		proper noun
vfw	deny		proper noun
vidar	deny		proper noun
vienna	deny		proper noun
vilna	deny		proper noun
vin	deny		proper noun
vinata	deny		proper noun
vinter	deny		proper noun
vishnu	deny		proper noun
vite	deny		proper noun
vitry	deny		proper noun
voce	deny		proper noun
vogt	deny		proper noun
wabash	deny		proper noun
wabeno	deny		proper noun
wace	deny		proper noun
wada	deny		proper noun
wadas	deny		proper noun
wagner	deny		proper noun
waide	deny		proper noun
waite	deny		proper noun
walpole	deny		proper noun
walsh	deny		proper noun
walter	deny		proper noun
warf	deny		proper noun
watson	deny		proper noun
wattis	deny		proper noun
wayne	deny		proper noun
weems	deny		proper noun
wehner	deny		proper noun
weil	deny		proper noun
weils	deny		proper noun
weimar	deny		proper noun
welke	deny		proper noun
welkes	deny		proper noun
wesley	deny		proper noun
wessel	deny		proper noun
westham	deny		proper noun
whatman	deny		proper noun
wied	deny		proper noun
wiking	deny		proper noun
wilk	deny		proper noun
willi	deny		proper noun
wilson	deny		proper noun
windsor	deny		proper noun
wingate	deny		proper noun
winn	deny		proper noun
winster	deny		proper noun
wint	deny		proper noun
wissel	deny		proper noun
wister	deny		proper noun
witten	deny		proper noun
wmo	deny		proper noun
woden	deny		proper noun
wolter	deny		proper noun
womerah	deny		proper noun
woodrow	deny		proper noun
woolf	deny		proper noun
woomer	deny		proper noun
wotan	deny		proper noun
woy	deny		proper noun
wray	deny		proper noun
wro	deny		proper noun
www	deny		proper noun
wyke	deny		proper noun
wyne	deny		proper noun
wyver	deny		proper noun
xeres	deny		proper noun
yafo	deny		proper noun
yahve	deny		proper noun
yahwe	deny		proper noun
yalta	deny		proper noun
yalu	deny		proper noun
yama	deny		proper noun
yampa	deny		proper noun
yangon	deny		proper noun
yas	deny		proper noun
yava	deny		proper noun
yeading	deny		proper noun
yeddo	deny		proper noun
yedo	deny		proper noun
yeo	deny		proper noun
yeso	deny		proper noun
yesso	deny		proper noun
yetter	deny		proper noun
yhwh	deny		proper noun
yisrael	deny		proper noun
ymir	deny		proper noun
yoyo	deny		proper noun
ypres	deny		proper noun
yug	deny		proper noun
ywca	deny		proper noun
zac	deny		proper noun
zealand	deny		proper noun
zeiss	deny		proper noun
zend	deny		proper noun
zeus	deny		proper noun
zieger	deny		proper noun
zila	deny		proper noun
zimmer	deny		proper noun
zira	deny		proper noun
ziz	deny		proper noun
zola	deny		proper noun
#
# Denylist (slurs): the 2020 NASPA Word List purge, the slurs removed from
# the North American Scrabble tournament lexicon in its 2020 revision.
# ENABLE is a Scrabble tournament lexicon and carries slurs deliberately, so
# most of these arrived with it rather than with the SCOWL boundary swap.
#
# Source:     scripts/data-raw/nwl2020-purged.txt (vendored, 259 words)
# Held back:  scripts/data-raw/nwl2020-exclusions.tsv (reviewed, with reasons)
# Generated:  pnpm data:denylist. Do not hand-edit these rows; edit the
#             exclusion list and re-run, so every decision keeps its reason.
#
# Whole words only. Nothing here is matched as a prefix or a substring, so
# niggard, niggardly and denigrate are untouched, and so are nip (formable
# from 28 of the shipped racks), nips, spade and coot. The source list does
# not contain any of them, which is much of why it was chosen over a generic
# profanity list: importing one of those unfiltered would take nip.
#
# A denied word is removed from validation and from every pool before the
# pools are derived, so par, the common set, completion counts and the rarity
# bands all recompute without it. It is then rejected with the ordinary
# not-in-the-word-list response: a distinct message would tell the player the
# block was deliberate, which is its own acknowledgement.
#
abo	deny		nwl2020
abos	deny		nwl2020
blackamoor	deny		nwl2020
blackamoors	deny		nwl2020
boche	deny		nwl2020
boches	deny		nwl2020
bogtrotter	deny		nwl2020
bogtrotters	deny		nwl2020
bohunk	deny		nwl2020
bohunks	deny		nwl2020
bubba	deny		nwl2020
bubbas	deny		nwl2020
buckra	deny		nwl2020
buckras	deny		nwl2020
bulldyke	deny		nwl2020
bulldykes	deny		nwl2020
chola	deny		nwl2020
cholas	deny		nwl2020
cholo	deny		nwl2020
cholos	deny		nwl2020
cocksucker	deny		nwl2020
cocksuckers	deny		nwl2020
cockteaser	deny		nwl2020
cockteasers	deny		nwl2020
coloreds	deny		nwl2020
crip	deny		nwl2020
crips	deny		nwl2020
crumblies	deny		nwl2020
cunt	deny		nwl2020
cunts	deny		nwl2020
dago	deny		nwl2020
dagoes	deny		nwl2020
dagos	deny		nwl2020
darkey	deny		nwl2020
darkeys	deny		nwl2020
darkie	deny		nwl2020
darkies	deny		nwl2020
darky	deny		nwl2020
dickhead	deny		nwl2020
dickheads	deny		nwl2020
dikey	deny		nwl2020
dykey	deny		nwl2020
faggier	deny		nwl2020
faggiest	deny		nwl2020
faggotries	deny		nwl2020
faggotry	deny		nwl2020
faggoty	deny		nwl2020
faggy	deny		nwl2020
gadje	deny		nwl2020
ginzo	deny		nwl2020
ginzoes	deny		nwl2020
girlies	deny		nwl2020
goy	deny		nwl2020
goyim	deny		nwl2020
goyish	deny		nwl2020
goys	deny		nwl2020
greaseball	deny		nwl2020
greaseballs	deny		nwl2020
gringa	deny		nwl2020
gringas	deny		nwl2020
gringo	deny		nwl2020
gringos	deny		nwl2020
haole	deny		nwl2020
haoles	deny		nwl2020
harelipped	deny		nwl2020
hebe	deny		nwl2020
hebes	deny		nwl2020
honkey	deny		nwl2020
honkeys	deny		nwl2020
honkie	deny		nwl2020
honkies	deny		nwl2020
honky	deny		nwl2020
hos	deny		nwl2020
hunkey	deny		nwl2020
hunkeys	deny		nwl2020
hunkie	deny		nwl2020
hunkies	deny		nwl2020
jew	deny		nwl2020
jewed	deny		nwl2020
jewing	deny		nwl2020
jews	deny		nwl2020
jigaboo	deny		nwl2020
jigaboos	deny		nwl2020
kanaka	deny		nwl2020
kanakas	deny		nwl2020
kike	deny		nwl2020
kikes	deny		nwl2020
les	deny		nwl2020
lesbo	deny		nwl2020
lesbos	deny		nwl2020
leses	deny		nwl2020
lez	deny		nwl2020
lezzes	deny		nwl2020
lezzie	deny		nwl2020
lezzies	deny		nwl2020
lezzy	deny		nwl2020
mick	deny		nwl2020
micks	deny		nwl2020
mongolism	deny		nwl2020
mongolisms	deny		nwl2020
mongoloid	deny		nwl2020
mongoloids	deny		nwl2020
mulatto	deny		nwl2020
mulattoes	deny		nwl2020
mulattos	deny		nwl2020
nance	deny		nwl2020
nances	deny		nwl2020
nancies	deny		nwl2020
nancy	deny		nwl2020
negrophil	deny		nwl2020
negrophils	deny		nwl2020
nigger	deny		nwl2020
niggers	deny		nwl2020
nitchie	deny		nwl2020
nitchies	deny		nwl2020
nonpapist	deny		nwl2020
nonpapists	deny		nwl2020
nookie	deny		nwl2020
nookies	deny		nwl2020
nooky	deny		nwl2020
ofay	deny		nwl2020
ofays	deny		nwl2020
papism	deny		nwl2020
papisms	deny		nwl2020
papist	deny		nwl2020
papistic	deny		nwl2020
papistries	deny		nwl2020
papistry	deny		nwl2020
papists	deny		nwl2020
peckerwood	deny		nwl2020
peckerwoods	deny		nwl2020
picaninnies	deny		nwl2020
picaninny	deny		nwl2020
piccaninnies	deny		nwl2020
piccaninny	deny		nwl2020
pickaninnies	deny		nwl2020
pickaninny	deny		nwl2020
polack	deny		nwl2020
pommie	deny		nwl2020
pommies	deny		nwl2020
pommy	deny		nwl2020
poncier	deny		nwl2020
ponciest	deny		nwl2020
poncy	deny		nwl2020
poofier	deny		nwl2020
poofiest	deny		nwl2020
poofs	deny		nwl2020
pooftah	deny		nwl2020
pooftahs	deny		nwl2020
poofter	deny		nwl2020
poofters	deny		nwl2020
poofy	deny		nwl2020
poontang	deny		nwl2020
poontangs	deny		nwl2020
poove	deny		nwl2020
pooves	deny		nwl2020
poperies	deny		nwl2020
popery	deny		nwl2020
popish	deny		nwl2020
popishly	deny		nwl2020
raghead	deny		nwl2020
ragheads	deny		nwl2020
redneck	deny		nwl2020
rednecked	deny		nwl2020
rednecks	deny		nwl2020
retardate	deny		nwl2020
retardates	deny		nwl2020
shaveling	deny		nwl2020
shavelings	deny		nwl2020
sheeney	deny		nwl2020
sheeneys	deny		nwl2020
sheenie	deny		nwl2020
sheenies	deny		nwl2020
shegetz	deny		nwl2020
shicksa	deny		nwl2020
shicksas	deny		nwl2020
shiksa	deny		nwl2020
shiksas	deny		nwl2020
shikse	deny		nwl2020
shikseh	deny		nwl2020
shiksehs	deny		nwl2020
shikses	deny		nwl2020
shkotzim	deny		nwl2020
shvartze	deny		nwl2020
shvartzes	deny		nwl2020
skimo	deny		nwl2020
skimos	deny		nwl2020
sluttishness	deny		nwl2020
sluttishnesses	deny		nwl2020
spaz	deny		nwl2020
spazz	deny		nwl2020
spazzes	deny		nwl2020
spic	deny		nwl2020
spick	deny		nwl2020
spicks	deny		nwl2020
spics	deny		nwl2020
spik	deny		nwl2020
spiks	deny		nwl2020
squaw	deny		nwl2020
squaws	deny		nwl2020
superbitch	deny		nwl2020
superbitches	deny		nwl2020
tommed	deny		nwl2020
tomming	deny		nwl2020
twat	deny		nwl2020
twats	deny		nwl2020
wetback	deny		nwl2020
wetbacks	deny		nwl2020
whiteys	deny		nwl2020
whities	deny		nwl2020
wog	deny		nwl2020
woggish	deny		nwl2020
wogs	deny		nwl2020
wop	deny		nwl2020
wops	deny		nwl2020
wrinklies	deny		nwl2020
yid	deny		nwl2020
yids	deny		nwl2020
